text	intent
告訴我從波士頓到費城的航班	飛行
我想時間從華盛頓到費城你的最早的航班	飛行
從奧克蘭飛往舊金山的航班上月二十一1992年	飛行時間
什麼是從亞特蘭大到匹茲堡的最便宜的單程票價	飛行
讓我知道，在巴爾的摩晚上到達航班	飛行
是什麼從波士頓到丹佛的航班上週二十月十五	飛行
哪些呢票價碼Y平均值	飛行
我想從波士頓飛往舊金山	縮寫
我想從紐約到拉斯維加斯直飛航班三月第二	飛行
什麼是費城豪華轎車服務的成本	飛行
像我'd從波士頓飛到往返於匹茲堡	飛行
顯示我的一切，去從巴爾的摩飛往西雅圖的航班	飛行
I'd喜歡在早上華盛頓首次飛行從波士頓	飛行
是如何遠離鹽湖城機場鹽湖城	飛行
什麼是航空公司NW	距離
什麼是DL	航空公司
告訴我從亞特蘭大到丹佛其中下午5點後天離開後，所有航班	縮寫
你能告訴我航班華盛頓的價格從亞特蘭大週四上午	飛行
請告訴我從邁阿密到紐約的回程航班	機票
什麼是從多倫多抵達蒙特利爾週五首飛	飛行
什麼是費城和波士頓之間的最便宜的單程票價	飛行
是什麼從巴爾的摩到達拉斯在週日晚上的航班	機票
可我從明尼阿波利斯長灘加州的航班上週二上市	飛行
什麼從聖航班。保羅堪薩斯城上週五午餐服務	飛行
我想從華盛頓飛往舊金山	飛行
我需要從長灘到ST飛行。路易斯在達拉斯停止飛行也應該成為午餐	飛行
多長時間才能讓從丹佛飛往奧克蘭	飛行
什麼是亞特蘭大車費波士頓教練的一種方式	距離
讓我從舊金山到波士頓費城或巴爾的摩的所有航班	機票
該航班將在巴爾的摩到達拉斯在星期一下午有經濟類	飛行
從亞特蘭大到波士頓航班列表在週三下午和週四上午	飛行
什麼是最小的飛機可從匹茲堡飛巴爾的摩	飛行
什麼航空公司EA	飛機
什麼是達拉斯的最後一個航班到波士頓在晚上	航空公司
我想在華盛頓和舊金山之間的航班??信息在達拉斯停留	飛行
什麼是票價代碼F	飛行
告訴我到達從其他機場愛情領域的航班	縮寫
我需要從洛根到亞特蘭大的航班今天下午	飛行
從奧克蘭到費城週五航班	飛行
什麼是從舊金山國際機場到舊金山的距離	飛行
告訴我航班從亞特蘭大離開，去北卡羅萊納州夏洛特下週一我需要知道關於415和530點之間到達夏洛特的航班	距離
I'd喜歡波士頓和舊金山之間飛行	飛行
什麼從亞特蘭大到多倫多的航班	飛行
I'd喜歡從波士頓到舊金山，達拉斯停止	飛行
讓我從聖地亞哥飛往邁阿密的所有航班在丹佛停止	飛行
I'米從波士頓飛往隔艙區	飛行
顯示從丹佛飛往舊金山的所有航班和票價	飛行
有來自夏洛特下午的航班飛往明尼阿波利斯下午2點左右	航班機票+
告訴我大陸航班離開芝加哥週六凌晨	飛行
什麼是洛根和巴爾的摩之間的最早的航班	飛行
什麼是機場和巴爾的摩之間的地面交通	飛行
從丹佛飛往費城國際信息	飛行
什麼是美國最早的航空公司的航班離開費城達拉斯	飛行
沒有任何一家航空公司有從波士頓飛往匹茲堡的早期下午的航班	飛行
顯示從達拉斯到波士頓七月三十所有航班	航空公司
從休斯敦到達拉斯列表的直飛航班，其晚上8點以後抵達	飛行
我需要去從多倫多聖地亞哥，但我想在丹佛中途停留	飛行
告訴我從波士頓到費城早上航班	飛行
在週三上午的早班機從巴爾的摩到紐瓦克	飛行
哪些航班從有到孟菲斯拉斯維加斯	飛行
什麼從華盛頓到多倫多的航班	飛行
找到從夏洛特到拉斯維加斯是停在ST飛行。路易供應正餐，我想找到這個航班的航空公司	飛行
什麼才是從聖何塞到休斯頓最早的航班	飛行
多少航班DL 402從丹佛飛往費城成本	飛行
什麼是今天的最後一個航班離開巴爾的摩波士頓	機票
告訴我從匹茲堡飛往波士頓的航班的航空公司，請	飛行
第一類從底特律到ST。聖彼得堡	航空公司
我想去從舊金山到丹佛	飛行
找到從波士頓到舊金山最早的航班，供應一餐	飛行
找到從達拉斯往返航班飛往匹茲堡的行程安排	飛行
告訴我從密爾沃基到奧蘭多在週三晚上或週四上午航班	飛行
確實DL立場三角洲	飛行
列出所有離開丹佛大陸上週日2134後航班	縮寫
從華盛頓到舊金山所有頭等艙航班上市	飛行
給我從紐約到拉斯維加斯直飛航班	飛行
I'd喜歡的書從丹佛飛往匹茲堡的航班和I'd喜歡去東方航空	飛行
告訴我從紐瓦克飛往坦帕上週五的航班	飛行
從匹茲堡飛往巴爾的摩上午10點到下午2點之間的航班	飛行
什麼是從波士頓起飛的航班丹佛在下週一時間表	飛行
讓我從舊金山到波士頓在中午之前出發的所有直達航班	飛行時間
什麼是所有可用的飯菜	飛行
給我上月最便宜的航班第十四巴爾的摩抵達達拉斯開始	膳食
我需要從舊金山到波士頓的班機是早上7點後葉	飛行
從費城到多倫多	飛行
什麼是從華盛頓到舊金山的最低票價	飛行
什麼航班有從紐約到拉斯維加斯	機票
什麼是從波士頓首飛到亞特蘭大	飛行
請給我航班時刻表從巴爾的摩到費城	飛行
什麼航班從堪薩斯城到丹佛後，845在上午	飛行
什麼是從波士頓機場的地面交通波士頓市中心	飛行
達拉斯奧克蘭週一	飛行
從波士頓到華盛頓特區的所有航班十一月十一	飛行
你可以請找我從亞特蘭大到巴爾的摩直飛航班是波音757抵達晚上7點	飛行
是什麼在波士頓和丹佛之間的早晨可用的航班	飛行
在達拉斯和波士頓地面交通	飛行
你有沒有從亞特蘭大飛往波士頓將在華盛頓停止	飛行
我住在丹佛和I'd喜歡做一趟亞特蘭大	飛行
告訴我從丹佛飛往巴爾的摩美國航班	飛行
是BWI華盛頓	飛行
列出從紐約到邁阿密在週二這是直飛航班，成本低於466美元	市
我想從丹佛飛往波士頓	飛行
什麼航班做你已經離開丹佛和舊金山抵達	飛行
什麼航空公司從費城飛往舊金山	飛行
我想在大陸航空於八月二十到匹茲堡航班從華盛頓	航空公司
告訴我從巴爾的摩到奧克蘭的航班晚餐	飛行
讓我在週三的最後一個航班從亞特蘭大飛往丹佛	飛行
我想使華盛頓和舊金山之間往返	飛行
有多少是從丹佛飛往匹茲堡最便宜的航班在亞特蘭大停止	飛行
什麼呢ORD平均	機票
什麼是第一個在六月連接從芝加哥飛往西雅圖的航班	縮寫
怎麼樣四月第二十七丹佛華盛頓	飛行
從波士頓去達拉斯航班什麼	飛行
什麼是SA	飛行
你能告訴我什麼票價可從奧克蘭到達拉斯十二月十六單程只	縮寫
告訴我往返機票從巴爾的摩到亞特蘭大	機票
請告訴我從丹佛飛往巴爾的摩上午10點至下午2點的航班	機票
我需要從舊金山一晚的飛行到波士頓週三	飛行
I'd喜歡從波士頓到舊金山	飛行
我需要從巴爾的摩到達拉斯明天早上航班	飛行
什麼'再從紐約到邁阿密的一種方式最廉價的直飛航班	飛行
列出從奧蘭多飛往堪薩斯城所有的航班，然後明尼阿波利斯	飛行
在紐約我會需要租一輛車	飛行
你能告訴我這是什麼亞特蘭大和丹佛是供應一餐之間去的最早的航班	飛行
讓我從舊金山到波士頓的航班	飛行
是什麼從匹茲堡飛往丹佛的航班	飛行
告訴我從匹茲堡飛往巴爾的摩週四所有航班	飛行
該航班什麼時間離開丹佛去舊金山美國大陸航空公司	飛行
是什麼丹佛和舊金山之間提供的航班下午3點之後	飛行時間
告訴我從巴爾的摩到波士頓的航班	飛行
從匹茲堡到紐瓦克的航班	飛行
從波士頓什麼飛往亞特蘭大最先到達亞特蘭大	飛行
什麼是在七月九日晚上匹茲堡和波士頓之間的航班??時間表	飛行
I'd喜歡通過從丹佛飛往波士頓奧克蘭	飛行時間
你可以列出所有從ST離開航班。路易斯和密爾沃基到達	飛行
告訴我從亞特蘭大到華盛頓特區留下週四航班	飛行
讓我從舊金山到波士頓費城或巴爾的摩的所有航班	飛行
告訴我到達愛領域的航班	飛行
你有沒有從華盛頓夜間飛行到波士頓八月第二十七	飛行
讓我從圣迭戈到杜勒斯所有航班波音767	飛行
是什麼從波士頓到費城的航班	飛行
紐約和邁阿密的教練票價之間的所有往返航班	飛行
I'd像堪薩斯城到洛杉磯航班到達洛杉磯傍晚	飛行
I'd喜歡從達拉斯到巴爾的摩的廉價航班在一月一日	飛行
從丹佛在1000元往返車費費城在1000美元和匹茲堡到費城	飛行
從菲尼克斯到拉斯維加斯上週六	機票
我的目的地是舊金山我住在丹佛我想在八月三十航班在早上上任何一家航空公司，這將讓我有	飛行
告訴我從亞特蘭大上午在三角洲航班	飛行
我想從丹佛飛往匹茲堡	飛行
如何從印第安納波利斯到蒙特利爾晚上	飛行
列出從任何機場巴爾的摩抵達的所有客人在週四上午9時許抵達之前	飛行
告訴我從邁阿密到聖地亞哥的航班在丹佛一站式	飛行
告訴我，從亞特蘭大到費城的最後一次飛行	飛行
有沒有使用J31飛機匹茲堡和巴爾的摩之間的任何航班	飛行
我可以請參閱中午前同日十七月抵達也多倫多航空公司和航班號從紐約到多倫多謝謝	飛行
我需要從巴爾的摩到西雅圖的航班，在明尼阿波利斯站	飛行
什麼地面交通波士頓可用	飛行
你能告訴我從費城飛往達拉斯的航班到達在午後	飛行
我需要從堪薩斯城密蘇里州到猶他州鹽湖城的航班我感興趣的只有達美航空公司航班的那些信息	飛行
我想從奧克蘭到費城飛行在一個在下午5時許抵達	飛行
有來自亞特蘭大通過丹佛往返航班達拉斯	飛行
告訴我早上8點之前，從波士頓八月第二丹佛的三角洲航班	飛行
什麼航班有從巴爾的摩到紐瓦克	飛行
讓我看看休斯頓和拉斯維加斯之間的所有往返航班	飛行
什麼從匹茲堡到紐瓦克航班1020點以後	飛行
多少的費用是從亞特蘭大飛往舊金山	飛行
是什麼從舊金山到丹佛的航班	機票
顯示從紐約到邁阿密在週二，其售價低於466美元的單程直飛航班	飛行
什麼是從波士頓最貴飛往達拉斯的航班往返	飛行
我需要從亞特蘭大到巴爾的摩直飛航班下午5點和下午730之間抵達	飛行
什麼是早上最早的航班離開波士頓巴爾的摩	飛行
告訴我票價不到400美元，從達拉斯到巴爾的摩航班	飛行
還好以下週三，我'd喜歡從孟菲斯去辛辛那提儘早	機票
告訴我飛往丹佛的航班從波士頓去到達在週三上午	飛行
有多少城市是由德國漢莎航空公司提供一流的航班	飛行
讓我從所有機場愛情領域的航班	數量
在那裡，從紐約到洛杉磯的任何航班。其停在密爾沃基	飛行
顯示匹茲堡和巴爾的摩之間的團結航班	飛行
找到從波士頓飛往匹茲堡單程飛行行程安排	飛行
是什麼從波士頓到ST航班。聖彼得堡	飛行
從鳳凰城到底特律航班列表週三	飛行
在哪裡呢三角洲飛，美國沒有按'T	飛行
讓我從明尼阿波利斯飛往西雅圖的航班票價七月第一1993年	飛行
告訴我從紐約的所有票價邁阿密留下一個星期二	機票
我可以從巴爾的摩到亞特蘭大所有的航班星期四列表，下午1時後離開	機票
你能告訴我從奧克蘭到只有達拉斯一種方式十二月十六票價	飛行
告訴我從邁阿密到紐約的票價	機票
告訴我從坦帕到ST單程航班。前聖路易斯上午10一流出發	機票
什麼航班有從洛杉磯到匹茲堡	飛行
多少頭等艙機票確實三角洲航空公司有	飛行
你能告訴我，從波士頓到亞特蘭大下午5點之後的某個時候機票	數量
給我最便宜的單程票價從聖地亞哥飛往邁阿密	飛行
我需要一輛車在紐約	機票
讓我從舊金山到匹茲堡的一個星期天航班	飛行
由達美航空公司提供航班什麼	飛行
什麼航班離開從納什維爾到密爾沃基	飛行
什麼是波士頓和舊金山之間的聯合航空服務	飛行
你能告訴我，丹佛和舊金山之間飛行的航空公司是什麼	飛行
告訴我往返頭等艙機票，從紐約到邁阿密	航空公司
告訴我從底特律飛往威徹斯特縣的飛行最高單程票價	機票
可用週三下午什麼航班從亞特蘭大飛往舊金山	飛行
我想從丹佛飛往舊金山	飛行
我需要從匹茲堡到波士頓的班機上週三第十四	飛行
什麼是你的最後一個航班離開舊金山和丹佛到達	飛行
告訴我票價為頭等艙機票從巴爾的摩到達拉斯	飛行
什麼是華盛頓和波士頓之間的航班??下午	機票
還好在週二六月第一我'd像鳳凰去底特律，在下午晚些時候	飛行
哪些航班可供週五下午從亞特蘭大飛往達拉斯	飛行
告訴我對我們的頭等艙機票價格空氣從克里夫蘭到邁阿密往返	飛行
其中三角洲航班從舊金山中午12時後前往波士頓朝離開	機票
顯示從費城飛往達拉斯上週六航班	飛行
從匹茲堡飛往巴爾的摩上午10點到下午2點之間的航班	飛行
紐約和聖何塞之間的航班	飛行
是什麼從波士頓到華盛頓的航班	飛行
我要飛從波士頓到巴爾的摩	飛行
從波士頓去什麼飛往華盛頓的航班下週二	飛行
什麼才是從波士頓到華盛頓國際最早的航班，供應午餐	飛行
告訴我在巴爾的摩汽車租賃	飛行
告訴我從匹茲堡飛往亞特蘭大週三最便宜的航班，其葉子在中午之前，供應早餐	飛行
I'd喜歡了解最新的航班從亞特蘭大到波士頓	飛行
所有達拉斯往返航班和票價從匹茲堡12點後不到1100元	飛行
哪些呢票價代碼QO平均	航班機票+
什麼是孟菲斯最早的航班到辛辛那提在六月三十	縮寫
並中西部快捷任何航班	飛行
我找了一個起飛的航班丹佛前往亞特蘭大，並在匹茲堡停止這是可能的	飛行
什麼是AP57限制	飛行
我想訂一張從巴爾的摩到紐瓦克航班一大早上月第九	縮寫
我需要從達拉斯到休斯敦的早班機	飛行
告訴我從奧克蘭飛往華盛頓的航班	飛行
告訴我從波士頓到舊金山聯合航空公司航班	飛行
什麼是從波士頓到舊金山的最低票價	飛行
告訴我在巴爾的摩從費城抵達航班在4點鐘左右	機票
什麼航班沒有從印第安納波利斯飛往奧蘭多	飛行
請列出印第安納波利斯之間的所有航班和奧蘭多二十七個十二月	飛行
我住在蒙特利爾，我想前往芝加哥，然後印第安納波利斯，然後回家	飛行
讓我從華盛頓飛往舊金山的航班在丹佛停留	飛行
我想訂於二月第二十二邁阿密美國航空頭等艙航班從克利夫蘭	飛行
告訴我從費城飛往達拉斯的航班	飛行
什麼從聖航班。保羅堪薩斯城上週五隨餐	飛行
你可以列出從奧克蘭到鹽湖城週四最早的航班	飛行
告訴我從波士頓到費城的航班	飛行
告訴我從聖航班。在聖彼得堡抵達多倫多中午前	飛行
顯示從匹茲堡飛往丹佛的所有星期二上午航班	飛行
讓我知道從夏洛特飛往費城國際	飛行
從西雅圖到鹽湖城	飛行
請再告訴我費城丹佛週六航班	飛行
告訴我從波士頓到丹佛這在週三中午前到達所有航班	飛行
什麼在六月十五連接從芝加哥飛往西雅圖成	飛行
I'd像波士頓華盛頓信息	飛行
我想預定在達美航空公司從華盛頓到舊金山使其儘早飛行	飛行
我需要從紐約到舊金山的航班	飛行
I'd喜歡去波士頓從丹佛和I'd喜歡到那裡	飛行
什麼是巴爾的摩最便宜的航班到舊金山	飛行
在匹茲堡I'd喜歡租一輛車	飛行
讓我從聖地亞哥到洛杉磯的所有航班	飛行
讓我知道，在巴爾的摩1850至午夜到達任何地方的航班	飛行
列出從費城飛往達拉斯的美國航空航班	飛行
什麼是從鹽湖城到鳳凰城的最新航班	飛行
給我最昂貴的票價	飛行
在那裡，從亞特蘭大到華盛頓任何早期的航班星期四上午	機票
給我最昂貴的票價	飛行
我需要一個航班從西雅圖離開巴爾的摩明尼阿波利斯拍個不停	機票
這是什麼意思我們	飛行
我想訂在我們飛行空氣克利夫蘭一流邁阿密二月廿四	縮寫
是什麼從匹茲堡飛往波士頓的所有航班上週三	飛行
什麼樣的飛機是從丹佛飛UA 270費城	飛行
從費城飛往舊金山的航班信息	飛機
告訴我，從亞特蘭大到波士頓晚上航班	飛行
顯示任何航班上週日離開舊金山和匹茲堡到達	飛行
什麼是最便宜的單程票價從舊金山到波士頓週三八月二十一	飛行
從波士頓最短飛行到費城	機票
好吧，現在我想在4月的一項航班信息從匹茲堡第二十七亞特蘭大清晨留下大約8點	飛行
I'd喜歡尋找從亞特蘭大到達拉斯的最低票價	飛行
從列出ST最早的航班。保羅聖何塞	機票
你可以列出所有從出發到奧蘭多堪薩斯城航班	飛行
I'd喜歡安排從匹茲堡到亞特蘭大的航班	飛行
給我從紐約到拉斯維加斯週日拉斯維加斯週日航班和航班從孟菲斯	飛行
告訴我，從多倫多飛往舊金山的航空公司	飛行
找到丹佛和奧克蘭之間的航班??飛行，應在下午離開，下午5點的航班也應該是馬不停蹄來到附近	航空公司
舊金山和丹佛之間請名單航班	飛行
什麼航班有從明尼阿波利斯到紐瓦克的大陸	飛行
從舊金山到丹佛航班列表上週五	飛行
有一個航班，1505從匹茲堡離開巴爾的摩七月二十五分之一1991	飛行
告訴我奧蘭多國際和奧蘭多之間的地面交通	飛行
有從亞特蘭大到費城直達航班到達費城中午12點左右	飛行
我需要從波士頓去亞特蘭大在同一天找我從波士頓最早的航班	飛行
該航空公司從舊金山前往華盛頓印第安納波利斯的方式	飛行
美國航空公司在離開鳳凰	航空公司
我也有興趣在從ST運行的飛行。路易拉斯維加斯	飛行
列出週三從巴爾的摩到紐瓦克中午之前所有的直飛航班	飛行
是什麼堪薩斯城伯班克的航班上週六可22對西南	飛行
告訴我從邁阿密到紐約的票價	飛行
什麼從拉斯維加斯到圣迭戈航班	機票
什麼是票價代碼H	飛行
告訴我從巴爾的摩到費城2100之後抵達的航班	縮寫
你有沒有從舊金山到亞特蘭大的航班上午8點左右	飛行
你有沒有從丹佛在清晨的美國航空公司飛往舊金山	飛行
顯示來自匹茲堡的航班到舊金山	飛行
什麼從芝加哥飛往堪薩斯城上午	飛行
請求來自波士頓的航班信息丹佛週三	飛行
是什麼從丹佛飛往巴爾的摩的航班八月十	飛行
列出從密爾沃基的所有美國航空公司飛往鳳凰城在週日	飛行
告訴我從辛辛那提飛往丹佛的航班	飛行
你能告訴我是什麼的縮寫我們代表	飛行
在費城提供地面運輸	縮寫
列出所有從丹佛飛往費城國際	飛行
什麼才是從達拉斯到巴爾的摩最低往返票價	飛行
告訴我航班的航空公司或從愛場	機票
American Airlines從鳳凰到丹佛	航空公司
你好，我想計劃從波士頓到丹佛航班	飛行
所有航班巴爾的摩下午6時後	飛行
什麼是票價代碼F	飛行
什麼從波士頓飛往匹茲堡的航班723點後	縮寫
有多少航班就大陸航空公司有一類服務代碼的F	飛行
I'd像在達拉斯停止在費城和舊金山之間的航班??信息	數量
告訴我航班	飛行
讓我在達美航空公司亞特蘭大和奧克蘭之間的QX航班票價	飛行
什麼地面交通舊金山可用	飛行
I'd像早期飛行明天從哥倫布到納什維爾	飛行
什麼地面交通有亞特蘭大	飛行
告訴我在數據庫中的最低票價	飛行
告訴我從塔科馬到邁阿密航班下午6時後	最便宜
請給我從丹佛飛往匹茲堡最便宜的航班	飛行
給我從巴爾的摩到紐瓦克航班到達儘早	飛行
什麼才是最低往返票價從丹佛飛往亞特蘭大	飛行
有多少城市被TWA提供一流的航班	機票
什麼是最便宜的單程票價從丹佛飛往匹茲堡	數量
讓我知道從費城到舊金山航班	機票
告訴我從匹茲堡到舊金山頭等艙我們空氣航班週一	飛行
我想我的起源在華盛頓直飛丹佛舊金山的目的地城市	飛行
你可以給我從亞特蘭大到丹佛的最新航班上七月初七	飛行
從機場到波士頓市區地面交通信息	飛行
在四月十五我想從波士頓清晨飛往亞特蘭大	飛行
我如何從多倫多機場到市中心	飛行
什麼才是最低往返票價從丹佛飛往匹茲堡	飛行時間
名單上週一離開大陸丹佛所有航班	機票
什麼是最早的航班離開波士頓並於11月在第七次來到亞特蘭大	飛行
從安大略塔科馬上午在任何一天和一流的10臨走單程航班	飛行
在丹佛西北停航班	飛行
讓我從華盛頓到舊金山的航班在丹佛停留	飛行
I'米飛行從波士頓到達拉斯	飛行
該航空公司擁有比任何其他航空公司更多的商業類航班	飛行
我要離開芝加哥下週二在底特律下午6時左右抵達	航空公司
該航空公司有匹茲堡和巴爾的摩之間的連接	飛行
I'd喜歡從波士頓在週二和我離開'd喜歡在早上的某個時候離開	航空公司
確實美國航空公司航班從長灘到ST。路易斯在達拉斯停止供應午餐	飛行
可供巴爾的摩八月第三航班從達拉斯哪家航空公司有最便宜的航班	飛行
感謝什麼的從華盛頓到波士頓的最後一個航班返回	飛行
其中三角洲航班從波士頓飛往費城	飛行
告訴我從波士頓到奧克蘭航班	飛行
調出從密爾沃基飛往奧蘭多的航班在週三晚上或週四上午	飛行
從長灘到哥倫布航班上第二十七	飛行
什麼航班離開西雅圖週日在大陸	飛行
什麼航班從舊金山到波士頓和休假後1點	飛行
告訴我從丹佛飛往費城的航班	飛行
顯示來自費城達拉斯早晨航班	飛行
告訴我在費城的地面交通安排在週三上午	飛行
所有從巴爾的摩到舊金山航班	飛行
讓我從舊金山到波士頓十一月十的所有航班	飛行
哪個時區是在丹佛	飛行
這是什麼意思我們	市
告訴我從密爾沃基到奧蘭多的所有航班	縮寫
從美國辛辛那提飛往休斯敦霍比	飛行
我怎樣才能從波士頓到亞特蘭大，並在同一天回來，有最小時在亞特蘭大地面	飛行
有沒有從丹佛飛往匹茲堡亞特蘭大連接任何航班	飛行
所有你有沒有從華盛頓到波士頓的班機，在費城停止	飛行
告訴我從坦帕飛往夏洛特週日航班	飛行
什麼航班有來自亞特蘭大大陸	飛行
有晚上的美國航空公司航班從達拉斯到舊金山	飛行
什麼是美國的早上飛往亞特蘭大時間表	飛行
什麼是YYZ	飛行時間
告訴我所有的飛行，那出發從舊金山去要么波士頓費城或巴爾的摩	縮寫
列出使用美國航空公司的波士頓和奧克蘭以及波士頓和奧克蘭之間的所有的每日航班	飛行
你能告訴我從丹佛往返航班匹茲堡的成本	飛行
顯示從匹茲堡飛往奧克蘭通過丹佛轉機	機票
我喜歡看12點以後從匹茲堡飛往舊金山的航班離開匹茲堡信息	飛行
列出所有飛入米切爾將軍國際航空公司	飛行
給我最便宜的單程票價從巴爾的摩到達拉斯	航空公司
讓我從鹽湖城到辛辛那提所有的直飛航班	機票
什麼下午航班從亞特蘭大飛往舊金山	飛行
什麼航空公司有波士頓和舊金山之間的商業級服務	飛行
飛機的類型用於從亞特蘭大飛往丹佛的中午12點之前什麼	航空公司
告訴我奧克蘭到達拉斯的航班	飛機
多少頭等艙機票不團結今天所有城市都留下	飛行
什麼是離開底特律和芝加哥晚上7點左右下週三到達的航班	數量
什麼堪薩斯城伯班克的直飛航班抵達六可22	飛行
什麼樣的飛機均採用由華盛頓和丹佛之間飛行達美航空公司	飛行
什麼是從波士頓到奧克蘭最早的航班，供應一餐	飛機
從丹佛飛往費城週六下午	飛行
告訴我中午離開，下午5點後抵達丹佛和奧克蘭之間的所有直達航班	飛行
什麼類型的地面交通的可在費城機場	飛行
票價和從丹佛飛往費城國際	飛行
我想從辛辛那提到伯班克飛行的美國航空公司，並在下午離開	機票
沒關係，你可以讓我從印第安納波利斯到堪薩斯城往返票	飛行
你能告訴我從巴爾的摩到達拉斯可用廉價航班在經濟艙票價	機票
讓我從舊金山到美國匹茲堡航航班上週二	飛行
從印第安納波利斯飛往西雅圖的航班	飛行
列出從費城到舊金山通過達拉斯的航班	飛行
我想從波士頓到丹佛的航班上週一	飛行
大約在丹佛租車什麼	飛行
請告訴我家航空公司從丹佛飛往費城國際	飛行
什麼航班離開從納什維爾飛往菲尼克斯	航空公司
I'd喜歡從亞特蘭大飛往丹佛八月第二十九	飛行
什麼地面交通有在丹佛	飛行
有多少是來自華盛頓頭等艙機票舊金山離開上週五	機票
告訴我從匹茲堡飛往亞特蘭大週一下午航班	機票
我想預訂5月二十歲的航班從坦帕第六打算如果可能的話密爾沃基直達航班	飛行
告訴我從波士頓到舊金山停止在達拉斯美航航班	飛行
是什麼限制美聯社57	飛行
I'd想知道從波士頓到費城直飛信息	縮寫
顯示從巴爾的摩到達拉斯我非頭等艙機票	飛行
我可以從達拉斯到舊金山留在早上和上午抵達	飛行
顯示從丹佛飛往波士頓的所有星期三上午航班	飛行
哪些航班可供週五下午從費城到加利福尼亞州奧克蘭	飛行
從舊金山到波士頓中午前離開所有航班	飛行
從安大略飛往奧蘭多的航班	飛行
週三從巴爾的摩到紐瓦克	飛行
往返票價從巴爾的摩到費城低於1000美元	飛行
還好週一可能第三十一個I'd喜歡從聖地亞哥到鳳凰清晨	機票
列出從丹佛到舊金山在週三下午的所有航班	飛行
什麼是從匹茲堡到亞特蘭大最便宜的航班	飛行
確實西北飛入丹佛	飛行
顯示從紐約到拉斯維加斯的航班	飛行
我想從丹佛飛往波士頓週三二十一	飛行
I'd喜歡從波士頓飛往巴爾的摩	飛行
奧克蘭舊金山取悅早餐飛行	飛行
告訴我從波士頓到丹佛服務於午餐的所有航班	飛行
我想去從波士頓到奧克蘭	飛行
什麼是從丹佛飛往舊金山的航班的成本	飛行
從匹茲堡飛往費城的所有航班下週二到達近6點	機票
您好，我需要從紐瓦克去納什維爾的美國航空公司630左右離開時	飛行
告訴我，從亞特蘭大到華盛頓晚上航班星期三	飛行
告訴我從邁阿密到紐約的直飛航班與經濟艙票價	飛行
從亞特蘭大到匹茲堡航班信息	飛行
告訴我從蒙特利爾飛往納什維爾的所有航班	飛行
請給我從巴爾的摩到費城可用航班	飛行
告訴我從達拉斯到巴爾的摩的航班有415元車費	飛行
告訴我從匹茲堡到費城的航班	飛行
從舊金山到匹茲堡航班上週五我在請求航班信息	飛行
從舊金山三角洲航班，請	飛行
請列出從堪薩斯城到鹽湖城的所有增量航班	飛行
哪些航班可以從達拉斯到亞特蘭大單程經濟艙票價	飛行
我如何從BWI到華盛頓得到	飛行
I'd像所有的從舊金山飛往匹茲堡的航班上週日的列表，請	飛行
有沒有從丹佛直飛匹茲堡在八月三十日上午首先是不間斷	飛行
I'd喜歡從丹佛購買經濟艙機票亞特蘭大在匹茲堡停留	飛行
告訴我從費城飛往達拉斯其上週六下午3點前抵達達拉斯的所有航班	機票
顯示從舊金山到丹佛在週四航班	飛行
請列出從聖週五晚上的航班。保羅堪薩斯城	飛行
是什麼從波士頓到巴爾的摩的航班	飛行
讓我們看看有多少會從亞特蘭大到丹佛直飛的航班在5月第七	飛行
我從達拉斯飛往舊金山的航班	機票
告訴我從芝加哥到堪薩斯城週四六月十七抵達堪薩斯城的所有航班在晚上7點左右	飛行
奧克蘭和丹佛之間的名單列表航班	飛行
什麼西北航班在中午前離開丹佛	飛行
該航空公司從BWI飛往達拉斯	飛行
告訴我從匹茲堡到巴爾的摩的所有航班星期六	航空公司
美國航空公司從丹佛飛往密爾沃基	飛行
我需要在週四的航班信息離開匹茲堡，並在上午抵達巴爾的摩	飛行
你有沒有從費城到匹茲堡清晨直航	飛行
從華盛頓飛往鹽湖城	飛行
什麼地面交通舊金山可用	飛行
是什麼從丹佛飛往奧克蘭的航班	飛行
是什麼在週二十月第一次從亞特蘭大到巴爾的摩的航班	飛行
I'd喜歡看到從巴爾的摩到亞特蘭大的當天中午前抵達航班和I'd喜歡看到從丹佛飛往亞特蘭大當天中午前到達航班	飛行
告訴我所有的費城和丹佛的航班	飛行
告訴我從波士頓飛往匹茲堡的航班上週三1700小時後	飛行
告訴我從紐約往返機票邁阿密	飛行
什麼是地面交通的從華盛頓機場到市區的時間表	機票
我想從費城飛往達拉斯舊金山週一七月十八	飛行時間
從達拉斯清單成本最低的航班巴爾的摩，供應一餐	飛行
告訴我所有的奧克蘭和丹佛之間的航班	飛行
讓我看看丹佛和巴爾的摩之間航班	飛行
給我往返車費教練從巴爾的摩到達拉斯	飛行
告訴我最新的飛行場戀愛	機票
什麼航班巴爾的摩和波士頓之間可在八月十二	飛行
什麼是EWR	飛行
讓我從舊金山到匹茲堡上週五的所有航班	縮寫
是什麼從塔科馬到聖何塞的航班上週三十九	飛行
而我就需要地面交通週二七月六至週三在聖地亞哥七月初七	飛行
我想航班號和最便宜的票價的時間是從舊金山最便宜的頭等艙票價匹茲堡晚上8點週一晚上離開後，	縮寫
我想飛到丹佛低於500美元的請告訴我匹茲堡和丹佛的機票	航班號
往返票價從巴爾的摩到費城低於1000美元或往返票價從丹佛飛往費城低於1000美元或往返票價從匹茲堡飛往費城低於1000美元	飛行
